Date,Close
4/24/14,1878.61
4/23/14,1875.39
4/22/14,1879.55
4/21/14,1871.89
4/17/14,1864.85
4/16/14,1862.31
4/15/14,1842.98
4/14/14,1830.61
4/11/14,1815.69
4/10/14,1833.08
4/9/14,1872.18
4/8/14,1851.96
4/7/14,1845.04
4/4/14,1865.09
4/3/14,1888.77
4/2/14,1890.90
4/1/14,1885.52
3/31/14,1872.34
3/28/14,1857.62
3/27/14,1849.04
3/26/14,1852.56
3/25/14,1865.62
3/24/14,1857.44
3/21/14,1866.52
3/20/14,1872.01
3/19/14,1860.77
3/18/14,1872.25
3/17/14,1858.83
3/14/14,1841.13
3/13/14,1846.34
3/12/14,1868.20
3/11/14,1867.63
3/10/14,1877.17
3/7/14,1878.04
3/6/14,1877.03
3/5/14,1873.81
3/4/14,1873.91
3/3/14,1845.73
2/28/14,1859.45
2/27/14,1854.29
2/26/14,1845.16
2/25/14,1845.12
2/24/14,1847.61
2/21/14,1836.25
2/20/14,1839.78
2/19/14,1828.75
2/18/14,1840.76
2/14/14,1838.63
2/13/14,1829.83
2/12/14,1819.26
2/11/14,1819.75
2/10/14,1799.84
2/7/14,1797.02
2/6/14,1773.43
2/5/14,1751.64
2/4/14,1755.20
2/3/14,1741.89
1/31/14,1782.59
1/30/14,1794.19
1/29/14,1774.20
1/28/14,1792.50
1/27/14,1781.56
1/24/14,1790.29
1/23/14,1828.46
1/22/14,1844.86
1/21/14,1843.80
1/17/14,1838.70
1/16/14,1845.89
1/15/14,1848.38
1/14/14,1838.88
1/13/14,1819.20
1/10/14,1842.37
1/9/14,1838.13
1/8/14,1837.49
1/7/14,1837.88
1/6/14,1826.77
1/3/14,1831.37
1/2/14,1831.98
12/31/13,1848.36
12/30/13,1841.07
12/27/13,1841.40
12/26/13,1842.02
12/24/13,1833.32
12/23/13,1827.99
12/20/13,1818.32
12/19/13,1809.60
12/18/13,1810.65
12/17/13,1781.00
12/16/13,1786.54
12/13/13,1775.32
12/12/13,1775.50
12/11/13,1782.22
12/10/13,1802.62
12/9/13,1808.37
12/6/13,1805.09
12/5/13,1785.03
12/4/13,1792.81
12/3/13,1795.15
12/2/13,1800.90
11/29/13,1805.81
11/27/13,1807.23
11/26/13,1802.75
11/25/13,1802.48
11/22/13,1804.76
11/21/13,1795.85
11/20/13,1781.37
11/19/13,1787.87
11/18/13,1791.53
11/15/13,1798.18
11/14/13,1790.62
11/13/13,1782.00
11/12/13,1767.69
11/11/13,1771.89
11/8/13,1770.61
11/7/13,1747.15
11/6/13,1770.49
11/5/13,1762.97
11/4/13,1767.93
11/1/13,1761.64
10/31/13,1756.54
10/30/13,1763.31
10/29/13,1771.95
10/28/13,1762.11
10/25/13,1759.77
10/24/13,1752.07
10/23/13,1746.38
10/22/13,1754.67
10/21/13,1744.66
10/18/13,1744.50
10/17/13,1733.15
10/16/13,1721.54
10/15/13,1698.06
10/14/13,1710.14
10/11/13,1703.20
10/10/13,1692.56
10/9/13,1656.40
10/8/13,1655.45
10/7/13,1676.12
10/4/13,1690.50
10/3/13,1678.66
10/2/13,1693.87
10/1/13,1695.00
9/30/13,1681.55
9/27/13,1691.75
9/26/13,1698.67
9/25/13,1692.77
9/24/13,1697.42
9/23/13,1701.84
9/20/13,1709.91
9/19/13,1722.34
9/18/13,1725.52
9/17/13,1704.76
9/16/13,1697.60
9/13/13,1687.99
9/12/13,1683.42
9/11/13,1689.13
9/10/13,1683.99
9/9/13,1671.71
9/6/13,1655.17
9/5/13,1655.08
9/4/13,1653.08
9/3/13,1639.77
8/30/13,1632.97
8/29/13,1638.17
8/28/13,1634.96
8/27/13,1630.48
8/26/13,1656.78
8/23/13,1663.50
8/22/13,1656.96
8/21/13,1642.80
8/20/13,1652.35
8/19/13,1646.06
8/16/13,1655.83
8/15/13,1661.32
8/14/13,1685.39
8/13/13,1694.16
8/12/13,1689.47
8/9/13,1691.42
8/8/13,1697.48
8/7/13,1690.91
8/6/13,1697.37
8/5/13,1707.14
8/2/13,1709.67
8/1/13,1706.87
7/31/13,1685.73
7/30/13,1685.96
7/29/13,1685.33
7/26/13,1691.65
7/25/13,1690.25
7/24/13,1685.94
7/23/13,1692.39
7/22/13,1695.53
7/19/13,1692.09
7/18/13,1689.37
7/17/13,1680.91
7/16/13,1676.26
7/15/13,1682.50
7/12/13,1680.19
7/11/13,1675.02
7/10/13,1652.62
7/9/13,1652.32
7/8/13,1640.46
7/5/13,1631.89
7/3/13,1615.41
7/2/13,1614.08
7/1/13,1614.96
6/28/13,1606.28
6/27/13,1613.20
6/26/13,1603.26
6/25/13,1588.03
6/24/13,1573.09
6/21/13,1592.43
6/20/13,1588.19
6/19/13,1628.93
6/18/13,1651.81
6/17/13,1639.04
6/14/13,1626.73
6/13/13,1636.36
6/12/13,1612.52
6/11/13,1626.13
6/10/13,1642.81
6/7/13,1643.38
6/6/13,1622.56
6/5/13,1608.90
6/4/13,1631.38
6/3/13,1640.42
5/31/13,1630.74
5/30/13,1654.41
5/29/13,1648.36
5/28/13,1660.06
5/24/13,1649.60
5/23/13,1650.51
5/22/13,1655.35
5/21/13,1669.16
5/20/13,1666.29
5/17/13,1667.47
5/16/13,1650.47
5/15/13,1658.78
5/14/13,1650.34
5/13/13,1633.77
5/10/13,1633.70
5/9/13,1626.67
5/8/13,1632.69
5/7/13,1625.96
5/6/13,1617.50
5/3/13,1614.42
5/2/13,1597.59
5/1/13,1582.70
4/30/13,1597.57
4/29/13,1593.61
4/26/13,1582.24
4/25/13,1585.16
4/24/13,1578.79
4/23/13,1578.78
4/22/13,1562.50
4/19/13,1555.25
4/18/13,1541.61
4/17/13,1552.01
4/16/13,1574.57
4/15/13,1552.36
4/12/13,1588.85
4/11/13,1593.37
4/10/13,1587.73
4/9/13,1568.61
4/8/13,1563.07
4/5/13,1553.28
4/4/13,1559.98
4/3/13,1553.69
4/2/13,1570.25
4/1/13,1562.17
3/28/13,1569.19
3/27/13,1562.85
3/26/13,1563.77
3/25/13,1551.69
3/22/13,1556.89
3/21/13,1545.80
3/20/13,1558.71
3/19/13,1548.34
3/18/13,1552.10
3/15/13,1560.70
3/14/13,1563.23
3/13/13,1554.52
3/12/13,1552.48
3/11/13,1556.22
3/8/13,1551.18
3/7/13,1544.26
3/6/13,1541.46
3/5/13,1539.79
3/4/13,1525.20
3/1/13,1518.20
2/28/13,1514.68
2/27/13,1515.99
2/26/13,1496.94
2/25/13,1487.85
2/22/13,1515.60
2/21/13,1502.42
2/20/13,1511.95
2/19/13,1530.94
2/15/13,1519.79
2/14/13,1521.38
2/13/13,1520.33
2/12/13,1519.43
2/11/13,1517.01
2/8/13,1517.93
2/7/13,1509.39
2/6/13,1512.12
2/5/13,1511.29
2/4/13,1495.71
2/1/13,1513.17
1/31/13,1498.11
1/30/13,1501.96
1/29/13,1507.84
1/28/13,1500.18
1/25/13,1502.96
1/24/13,1494.82
1/23/13,1494.81
1/22/13,1492.56
1/18/13,1485.98
1/17/13,1480.94
1/16/13,1472.63
1/15/13,1472.34
1/14/13,1470.68
1/11/13,1472.05
1/10/13,1472.12
1/9/13,1461.02
1/8/13,1457.15
1/7/13,1461.89
1/4/13,1466.47
1/3/13,1459.37
1/2/13,1462.42
12/31/12,1426.19
12/28/12,1402.43
12/27/12,1418.10
12/26/12,1419.83
12/24/12,1426.66
12/21/12,1430.15
12/20/12,1443.69
12/19/12,1435.81
12/18/12,1446.79
12/17/12,1430.36
12/14/12,1413.58
12/13/12,1419.45
12/12/12,1428.48
12/11/12,1427.84
12/10/12,1418.55
12/7/12,1418.07
12/6/12,1413.94
12/5/12,1409.28
12/4/12,1407.05
12/3/12,1409.46
11/30/12,1416.18
11/29/12,1415.95
11/28/12,1409.93
11/27/12,1398.94
11/26/12,1406.29
11/23/12,1409.15
11/21/12,1391.03
11/20/12,1387.81
11/19/12,1386.89
11/16/12,1359.88
11/15/12,1353.33
11/14/12,1355.49
11/13/12,1374.53
11/12/12,1380.03
11/9/12,1379.85
11/8/12,1377.51
11/7/12,1394.53
11/6/12,1428.39
11/5/12,1417.26
11/2/12,1414.20
11/1/12,1427.59
10/31/12,1412.16
10/26/12,1411.94
10/25/12,1412.97
10/24/12,1408.75
10/23/12,1413.11
10/22/12,1433.82
10/19/12,1433.19
10/18/12,1457.34
10/17/12,1460.91
10/16/12,1454.92
10/15/12,1440.13
10/12/12,1428.59
10/11/12,1432.84
10/10/12,1432.56
10/9/12,1441.48
10/8/12,1455.88
10/5/12,1460.93
10/4/12,1461.40
10/3/12,1450.99
10/2/12,1445.75
10/1/12,1444.49
